City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Lichinga,MZ,-13.3128,35.2406,57.63,56,71,2.98,broken clouds
347,Vilhena,BR,-12.7406,-60.1458,91.22,23,0,3.71,clear sky
348,Agnibilekrou,CI,7.1344,-3.2047,76.82,77,94,2.95,overcast clouds
349,Chapais,CA,49.7834,-74.8492,74.03,48,46,12.08,scattered clouds
350,Atar,MR,20.5169,-13.0499,96.67,35,88,3.62,light rain
351,Chara,RU,56.9064,118.2631,65.89,78,99,2.73,overcast clouds
352,Kieta,PG,-6.2167,155.6333,76.82,74,2,3.31,clear sky
353,Tsiroanomandidy,MG,-18.7667,46.0333,64.0,57,29,3.85,scattered clouds
354,Honiara,SB,-9.4333,159.95,76.21,85,33,3.58,scattered clouds
355,Champerico,GT,14.3,-91.9167,84.09,71,96,10.29,overcast clouds
356,San Buenaventura,MX,27.0833,-101.5333,91.47,48,0,4.61,clear sky
357,Nara,JP,34.6851,135.8049,76.5,65,48,2.01,scattered clouds
358,Kidal,ML,18.4411,1.4078,103.62,11,72,8.28,broken clouds
359,Nynashamn,SE,58.9034,17.9479,68.16,89,68,7.11,broken clouds
360,Tateyama,JP,34.9833,139.8667,79.11,83,15,18.92,few clouds
361,Sambava,MG,-14.2667,50.1667,70.16,83,27,13.2,light rain
362,Aliwal North,ZA,-30.6937,26.7114,53.65,37,0,5.99,clear sky
363,Razdolinsk,RU,58.4211,94.6658,54.27,99,89,1.72,overcast clouds
364,Asekeyevo,RU,53.5742,52.7972,68.83,67,86,8.63,overcast clouds
365,Kaeo,NZ,-35.1,173.7833,48.33,91,81,8.93,broken clouds
366,Portland,US,45.5234,-122.6762,67.98,73,75,7.0,broken clouds
367,Whyalla,AU,-33.0333,137.5833,57.51,66,100,10.71,overcast clouds
368,Cagliari,IT,39.245,9.0912,92.95,56,0,11.5,clear sky
369,Ercis,TR,39.0287,43.3586,68.97,42,41,2.13,scattered clouds
370,Huejucar,MX,22.35,-103.2167,78.39,38,93,6.33,overcast clouds
371,Kloulklubed,PW,7.0419,134.2556,77.5,75,46,7.87,scattered clouds
372,Te Anau,NZ,-45.4167,167.7167,31.82,94,57,2.19,broken clouds
373,Krasnoselkup,RU,65.7,82.4667,53.28,93,100,12.97,overcast clouds
374,Cartagena,CO,10.3997,-75.5144,82.85,79,100,13.4,overcast clouds
375,Nueva Loja,EC,0.0847,-76.8828,80.82,61,100,2.01,overcast clouds
376,Vanavara,RU,60.34,102.2797,60.67,72,76,6.4,broken clouds
377,Severo-Kurilsk,RU,50.6789,156.125,53.91,93,80,3.06,broken clouds
378,Frontera,MX,26.9333,-101.45,90.32,48,0,5.01,clear sky
379,Divnomorskoye,RU,44.5011,38.1353,71.2,66,29,5.79,scattered clouds
380,Samana,DO,19.2056,-69.3369,84.42,79,75,6.91,broken clouds
381,Makakilo City,US,21.3469,-158.0858,80.92,64,0,9.22,clear sky
382,Surgut,RU,61.25,73.4167,53.78,76,0,4.47,clear sky
383,Haines Junction,CA,60.7522,-137.5108,50.2,77,100,6.62,overcast clouds
384,Kilindoni,TZ,-7.9139,39.6668,75.31,77,2,14.29,clear sky
385,Tazovskiy,RU,67.4667,78.7,47.37,80,100,5.66,light rain
386,Naron,ES,43.5167,-8.1528,72.45,65,22,14.14,few clouds
387,Baherden,TM,38.4362,57.4316,93.27,39,0,15.17,clear sky
388,Noshiro,JP,40.2039,140.0242,71.64,92,86,4.23,overcast clouds
389,Bozdar,PK,27.1828,68.636,91.36,52,95,7.78,overcast clouds
390,Nkoteng,CM,4.5167,12.0333,69.46,98,100,2.82,moderate rain
391,Tiarei,PF,-17.5333,-149.3333,77.02,79,33,9.28,light rain
392,Hervey Bay,AU,-25.2986,152.8535,63.14,80,94,20.87,overcast clouds
393,Padang,ID,-0.9492,100.3543,78.15,87,99,4.52,overcast clouds
394,Mumbwa,ZM,-14.9783,27.0619,65.66,44,74,7.0,broken clouds
395,Whitecourt,CA,54.1502,-115.6855,69.6,40,23,4.25,few clouds
396,Tres Arroyos,AR,-38.3739,-60.2798,53.19,54,100,4.54,overcast clouds
397,Canto Do Buriti,BR,-8.11,-42.9444,93.52,24,97,8.37,overcast clouds
398,Beringovskiy,RU,63.05,179.3167,50.14,67,99,10.04,overcast clouds
399,Eyl,SO,7.9803,49.8164,78.26,76,99,25.81,overcast clouds
400,Reyes,BO,-14.3167,-67.3833,92.35,37,2,4.81,clear sky
401,Villanueva De La Serena,ES,38.9766,-5.7974,102.04,8,40,15.41,scattered clouds
402,Hokitika,NZ,-42.7167,170.9667,45.36,64,56,6.98,broken clouds
403,Gore,NZ,-46.1028,168.9436,31.71,96,13,2.64,few clouds
404,Sept-Iles,CA,50.2001,-66.3821,61.05,98,100,6.91,mist
405,Lashma,RU,54.9321,41.1438,62.01,90,14,4.7,light rain
406,Lasa,IT,46.6166,10.7002,75.61,72,45,3.42,scattered clouds
407,Ust-Nera,RU,64.5667,143.2,63.21,80,57,5.57,broken clouds
408,Micheweni,TZ,-4.9667,39.8333,73.9,81,2,11.59,clear sky
409,Arrecife,ES,28.963,-13.5477,82.38,61,20,21.85,few clouds
410,Svobodnyy,RU,51.4,128.1333,59.41,82,31,5.32,scattered clouds
411,Egvekinot,RU,66.3167,-179.1667,38.75,79,98,9.22,overcast clouds
412,Araouane,ML,18.9048,-3.5265,101.23,24,6,8.9,clear sky
413,Richards Bay,ZA,-28.783,32.0377,67.69,79,0,11.03,clear sky
414,Havre-Saint-Pierre,CA,50.2334,-63.5986,64.71,93,98,1.61,overcast clouds
415,Homer,US,59.6425,-151.5483,51.8,79,53,8.01,broken clouds
416,Grimma,DE,51.2333,12.7167,80.91,44,29,10.22,scattered clouds
417,Wajir,KE,1.7471,40.0573,83.05,41,82,18.97,broken clouds
418,Hall,US,34.3168,-83.7832,90.73,58,100,6.91,overcast clouds
419,Abu Kamal,SY,34.4506,40.9171,93.63,15,0,7.4,clear sky
420,Panaba,MX,21.2833,-88.2667,99.05,32,78,7.81,broken clouds
421,Lumby,CA,50.2498,-118.969,83.05,48,49,1.99,scattered clouds
422,Vanimo,PG,-2.6741,141.3028,76.8,89,64,3.83,broken clouds
423,Caraquet,CA,47.7941,-64.9386,77.34,68,93,4.83,overcast clouds
424,Opuwo,NA,-18.0607,13.84,67.12,24,0,5.97,clear sky
425,Khasan,RU,42.4308,130.6434,65.3,94,80,4.03,broken clouds
426,Agadir,MA,30.4202,-9.5982,90.05,41,16,5.99,few clouds
427,Vila Franca Do Campo,PT,37.7167,-25.4333,73.81,68,78,1.92,broken clouds
428,Acapulco,MX,16.8634,-99.8901,87.62,70,100,5.75,overcast clouds
429,Shumskiy,RU,54.8318,99.1328,58.55,94,100,0.89,light rain
430,Coihaique,CL,-45.5752,-72.0662,26.55,80,75,5.75,broken clouds
431,Chilca,PE,-12.5211,-76.7372,63.19,80,27,8.79,scattered clouds
432,Ise,JP,34.4833,136.7,76.32,75,0,15.55,clear sky
433,Buala,SB,-8.145,159.5921,79.12,82,17,4.45,few clouds
434,Flin Flon,CA,54.7682,-101.865,57.04,82,100,6.91,smoke
435,Tatawin,TN,32.9297,10.4518,86.58,29,0,15.21,clear sky
436,Constitucion,CL,-35.3333,-72.4167,59.99,75,88,9.44,overcast clouds
437,Murbad,IN,19.25,73.4,77.47,86,100,4.56,overcast clouds
438,Ukiah,US,39.1502,-123.2078,93.43,28,0,0.0,clear sky
439,Horta,PT,38.5333,-28.6333,76.64,78,40,10.36,scattered clouds
440,Mayo,US,38.8876,-76.5119,96.94,48,0,4.61,clear sky
441,Norrtalje,SE,59.758,18.705,64.83,76,99,7.38,overcast clouds
442,Martapura,ID,-3.4167,114.85,73.72,97,100,2.42,overcast clouds
443,Belyy Yar,RU,53.6039,91.3903,64.29,72,0,13.42,clear sky
444,Novo Aripuana,BR,-5.1206,-60.3797,92.26,45,35,1.45,scattered clouds
445,Karema,TZ,-6.8205,30.4389,74.12,52,5,5.48,clear sky
446,Gat,IL,31.61,34.7642,81.81,100,1,6.98,clear sky
447,Supe,PE,-10.8,-77.7333,66.29,69,52,8.37,broken clouds
448,Pilot Butte,CA,50.4668,-104.4178,76.62,44,36,5.75,scattered clouds
449,Kisangani,CD,0.5167,25.2,72.3,95,100,2.26,overcast clouds
450,Saint-Augustin,CA,51.226,-58.6502,70.81,55,87,17.54,overcast clouds
451,Keta,GH,5.9179,0.9879,76.77,80,74,14.79,broken clouds
452,Lypova Dolyna,UA,50.5643,33.7979,61.34,90,46,8.97,scattered clouds
453,Ust-Omchug,RU,61.15,149.6333,51.49,81,92,2.21,overcast clouds
454,Clyde River,CA,70.4692,-68.5914,53.82,53,86,4.03,overcast clouds
455,Ahipara,NZ,-35.1667,173.1667,47.35,85,70,6.69,broken clouds
456,Camacha,PT,33.0833,-16.3333,69.22,68,40,17.27,scattered clouds
457,Harlow,GB,51.7766,0.1116,71.44,67,90,9.22,overcast clouds
458,Champaign,US,40.1334,-88.2001,89.71,46,0,6.91,clear sky
459,Grimshaw,CA,56.1834,-117.6027,63.77,56,8,2.84,clear sky
460,Hirara,JP,24.8,125.2833,85.01,78,73,14.61,broken clouds
461,Oktyabrskoye,RU,43.0645,44.7417,68.14,82,100,4.47,light rain
462,San Policarpo,PH,12.1791,125.5072,80.73,81,97,1.79,overcast clouds
463,Airai,TL,-8.9266,125.4092,51.85,80,54,2.3,broken clouds
464,Talwara,IN,31.9486,75.8667,81.59,77,100,6.08,overcast clouds
465,Moron,AR,-34.6534,-58.6198,66.09,73,0,4.79,clear sky
466,Palu,ID,-0.8917,119.8707,75.83,96,78,2.66,broken clouds
467,Msowero,TZ,-6.5333,37.2,71.71,55,98,1.88,overcast clouds
468,Ouadda,CF,8.0777,22.4007,69.12,98,100,4.0,overcast clouds
469,Peshkopi,AL,41.685,20.4289,76.17,50,0,4.27,clear sky
470,Galesong,ID,-5.3166,119.3661,77.02,84,91,10.33,overcast clouds
471,Cockburn Town,TC,21.4612,-71.1419,78.51,87,100,17.67,overcast clouds
472,San Patricio,US,28.017,-97.5169,95.72,40,83,16.04,broken clouds
473,Mount Gambier,AU,-37.8333,140.7667,51.06,97,100,9.91,moderate rain
474,Aktau,KZ,43.65,51.2,79.38,59,24,18.3,light rain
475,Mandera,KE,3.9366,41.867,82.42,45,79,16.37,broken clouds
476,Grindavik,IS,63.8424,-22.4338,55.87,82,75,8.05,broken clouds
477,Calbuco,CL,-41.768,-73.1273,43.81,94,100,11.32,moderate rain
478,Laguna,US,38.421,-121.4238,92.08,39,0,6.91,clear sky
479,Kenora,CA,49.8167,-94.4337,73.78,46,7,13.0,clear sky
480,Oistins,BB,13.0667,-59.5333,84.51,66,23,16.17,few clouds
481,Kamaishi,JP,39.2667,141.8833,72.25,97,99,1.5,overcast clouds
482,Thaba-Tseka,LS,-29.522,28.6084,43.27,54,0,5.06,clear sky
483,Zaqatala,AZ,41.6336,46.6433,73.87,73,75,9.22,broken clouds
484,The Valley,AI,18.217,-63.0578,86.14,62,20,17.27,few clouds
485,Gainesville,US,29.6516,-82.3248,96.03,55,20,5.75,few clouds
486,Lalibela,ET,12.0333,39.0333,64.89,71,28,3.09,light rain
487,Lagos,NG,6.5833,3.75,77.34,81,97,7.7,overcast clouds
488,Owo,NG,7.1962,5.5868,71.78,96,88,5.21,moderate rain
489,Orlik,RU,52.5178,99.825,53.92,74,99,1.83,overcast clouds
490,Aguimes,ES,27.9054,-15.4461,77.67,69,20,28.77,few clouds
491,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,73,20,18.41,few clouds
492,Inirida,CO,3.8653,-67.9239,85.03,67,79,3.83,broken clouds
493,Sangamner,IN,19.5667,74.2167,74.97,82,100,6.33,overcast clouds
494,Mut,TR,36.6439,33.4389,82.72,26,0,12.3,clear sky
495,Beloha,MG,-25.1667,45.05,65.46,87,1,10.29,clear sky
496,Corning,US,42.1428,-77.0547,90.57,47,40,14.97,scattered clouds
497,Wanaka,NZ,-44.7,169.15,22.15,92,14,2.75,few clouds
498,Marzuq,YE,14.4,46.4667,80.55,54,13,9.01,few clouds
499,Faanui,PF,-16.4833,-151.75,77.74,74,13,10.04,few clouds
500,Oxnard,US,34.1975,-119.177,89.24,72,40,8.05,scattered clouds
501,Ohangaron,UZ,40.9064,69.6383,86.14,13,0,5.03,clear sky
502,Dongli,CN,23.5656,116.8194,81.82,83,7,3.51,clear sky
503,Cassilandia,BR,-19.1133,-51.7342,88.7,22,24,5.59,few clouds
504,Montes Altos,BR,-5.8333,-47.0667,95.86,23,71,5.5,broken clouds
505,Buin,CL,-33.7333,-70.75,76.42,36,0,2.68,clear sky
506,Kamina,CD,-8.7386,24.9906,70.18,38,57,4.14,broken clouds
507,Duartina,BR,-22.4144,-49.4039,84.04,23,39,5.97,scattered clouds
508,Noyabrsk,RU,63.1994,75.4507,45.64,80,57,12.3,broken clouds
509,Ucluelet,CA,48.9329,-125.5528,59.09,91,100,1.01,overcast clouds
510,Tilichiki,RU,60.4667,166.1,51.58,83,93,2.39,overcast clouds
511,Wyszkow,PL,52.5928,21.4584,87.15,53,43,7.34,scattered clouds
512,Oyama,JP,36.3,139.8,83.59,94,74,3.8,broken clouds
513,Ahualulco,MX,22.4,-101.1667,71.42,25,56,10.0,broken clouds
514,Marsa Matruh,EG,31.3525,27.2453,78.76,74,1,11.56,clear sky
515,Xining,CN,36.6167,101.7667,52.88,66,0,1.77,clear sky
516,Tura,IN,25.5198,90.2201,75.83,92,99,2.3,overcast clouds
517,Verkhnyaya Inta,RU,65.9811,60.3094,48.42,71,100,9.19,overcast clouds
518,Ngunguru,NZ,-35.6167,174.5,55.45,67,86,9.95,overcast clouds
519,La Palma,US,33.8464,-118.0467,87.19,67,0,5.99,clear sky
520,Uige,AO,-7.6087,15.0613,78.15,43,90,3.69,overcast clouds
521,Sychevka,RU,55.8252,34.2736,64.44,72,8,2.53,clear sky
522,Tezu,IN,27.9167,96.1667,77.5,76,98,3.94,overcast clouds
523,Marquette,US,46.5333,-87.6335,80.04,59,10,13.13,clear sky
524,Mandalgovi,MN,45.7625,106.2708,59.18,56,67,7.09,broken clouds
525,Zhezkazgan,KZ,47.8043,67.7144,77.16,26,43,10.4,scattered clouds
526,Yuncheng,CN,35.0231,110.9928,66.22,94,66,3.94,broken clouds
527,Hami,CN,42.8,93.45,82.15,17,0,0.76,clear sky
528,Kyra,RU,49.5776,111.9753,57.13,94,100,0.83,overcast clouds
529,Nanortalik,GL,60.1432,-45.2371,48.2,81,28,5.79,scattered clouds
530,Pangnirtung,CA,66.1451,-65.7125,54.84,56,31,3.15,scattered clouds
531,Nacala,MZ,-14.5428,40.6728,70.93,76,0,7.16,clear sky
532,Lesnoy,RU,57.6198,63.0784,60.01,78,91,6.44,overcast clouds
533,Port Macquarie,AU,-31.4333,152.9167,50.9,80,53,11.95,broken clouds
534,Odweyne,SO,9.4092,45.064,74.52,50,64,19.22,broken clouds
535,Totness,SR,5.8833,-56.3167,83.34,70,20,9.1,few clouds
536,Mayumba,GA,-3.432,10.6554,69.62,85,75,7.54,broken clouds
537,Kampene,CD,-3.6,26.6667,78.76,40,66,0.4,broken clouds
538,Pakxe,LA,15.1167,105.7833,75.83,92,90,2.64,overcast clouds
539,Mikkeli,FI,61.6886,27.2723,78.91,53,0,5.75,clear sky
540,Andros Town,BS,24.7,-77.7667,87.76,70,13,15.23,few clouds
541,Guiratinga,BR,-16.3494,-53.7583,90.95,21,12,5.84,few clouds
542,Kavieng,PG,-2.5744,150.7967,81.82,77,47,10.29,light rain
543,Fraga,ES,41.5229,0.3489,95.83,32,73,19.06,broken clouds
544,Svecha,RU,58.2785,47.5164,64.18,69,82,6.02,broken clouds
545,Puerto Carreno,CO,6.189,-67.4859,86.79,63,65,6.76,broken clouds
546,Maltahohe,NA,-24.8333,16.9833,60.87,26,0,5.23,clear sky
547,Nelson Bay,AU,-32.7167,152.15,61.0,79,63,5.99,broken clouds
548,Novaya Bryan,RU,51.7159,108.2691,57.52,96,99,1.61,overcast clouds
549,Vryburg,ZA,-26.9566,24.7284,62.76,43,90,6.31,overcast clouds
550,Urumqi,CN,43.801,87.6005,83.35,25,0,4.47,clear sky
551,Nieuw Nickerie,SR,5.95,-56.9833,82.02,74,13,10.16,few clouds
552,Iisaku,EE,59.1014,27.3081,71.73,71,11,7.81,few clouds
553,Prince Rupert,CA,54.3161,-130.3201,59.34,73,93,5.95,overcast clouds
554,Pangkalanbuun,ID,-2.6833,111.6167,73.85,98,92,1.3,overcast clouds
555,Kununurra,AU,-15.7667,128.7333,53.58,87,10,1.14,clear sky
556,Dabhol,IN,17.6,73.1667,77.7,85,100,4.88,overcast clouds
557,Port Moresby,PG,-9.4431,147.1797,74.77,91,35,4.81,scattered clouds
558,Viedma,AR,-40.8135,-62.9967,50.95,43,84,6.29,light rain
559,Jacareacanga,BR,-6.2222,-57.7528,98.67,25,21,3.18,few clouds
560,Fallon,US,39.4735,-118.7774,90.91,7,20,0.0,few clouds
561,Iskateley,RU,67.6803,53.1512,50.72,65,73,9.73,broken clouds
562,Wonthaggi,AU,-38.6044,145.5913,48.81,74,99,5.77,moderate rain
563,San Cristobal,VE,7.7669,-72.225,82.58,44,96,8.39,overcast clouds
564,Saldanha,ZA,-33.0117,17.9442,57.25,88,100,3.27,overcast clouds
565,Gilbues,BR,-9.8317,-45.3439,91.83,20,4,6.38,clear sky
566,Angoram,PG,-4.0625,144.0661,73.04,99,17,0.85,few clouds
567,Saraza,PH,8.7356,117.78,79.02,84,86,1.1,overcast clouds
568,Lata,PT,40.1629,-8.3327,80.58,38,19,7.49,few clouds
569,Tual,ID,-5.6667,132.75,77.59,75,74,13.94,broken clouds
570,Baltiysk,RU,54.6538,19.911,68.76,85,23,9.78,few clouds
571,Serafimovich,RU,49.5786,42.736,65.62,77,69,2.75,light rain
572,Harper,LR,4.375,-7.7169,78.26,67,69,8.25,broken clouds
573,Chyhyryn,UA,49.0838,32.6555,68.22,70,42,13.35,scattered clouds
574,Barabinsk,RU,55.3571,78.357,54.73,93,31,7.61,scattered clouds
575,Mandan,US,46.8267,-100.8896,90.37,51,0,9.22,clear sky
576,Nouadhibou,MR,20.931,-17.0347,80.58,78,31,11.5,dust
577,Merauke,ID,-8.4667,140.3333,76.06,88,85,10.71,overcast clouds
578,Nantucket,US,41.2835,-70.0995,89.74,78,0,9.22,clear sky
579,Bandundu,CD,-3.3167,17.3667,84.74,47,96,3.85,overcast clouds
580,Mahanoro,MG,-19.9,48.8,65.07,90,15,4.25,few clouds
581,Alwar,IN,27.5667,76.6,85.53,72,100,1.05,overcast clouds
582,Miri,MY,4.4148,114.0089,77.2,89,100,4.92,overcast clouds
583,Leh,IN,34.1667,77.5833,73.06,15,99,6.58,overcast clouds
584,Gravdal,NO,68.1214,13.5031,49.89,100,75,2.3,light intensity drizzle
585,Alta Floresta,BR,-9.8756,-56.0861,98.29,18,0,2.86,clear sky
586,Hovd,MN,48.0056,91.6419,64.17,51,100,21.05,overcast clouds
587,Mount Isa,AU,-20.7333,139.5,44.37,57,0,5.75,clear sky
588,Turki,RU,51.987,43.2731,59.79,85,97,6.29,light rain
589,Sarangpur,IN,23.5667,76.4667,75.36,94,100,7.83,light rain
590,Boende,CD,-0.2167,20.8667,71.98,96,100,4.09,overcast clouds
591,Thinadhoo,MV,0.5333,72.9333,82.02,73,100,7.7,overcast clouds
592,Maine-Soroa,NE,13.2114,12.0241,90.79,45,100,6.89,overcast clouds
593,Boguchany,RU,58.3814,97.4531,60.69,91,61,3.78,broken clouds
594,Kasongo-Lunda,CD,-6.4667,16.8167,85.82,32,71,1.92,broken clouds
595,Ozuluama,MX,21.6667,-97.85,92.64,46,49,9.64,scattered clouds
596,Tshane,BW,-24.0196,21.8684,64.11,37,50,9.53,scattered clouds
597,Quang Ngai,VN,15.1167,108.8,75.88,89,95,3.38,overcast clouds
598,Toora-Khem,RU,52.4675,96.11,52.09,94,89,2.98,overcast clouds
599,Rawlins,US,41.7911,-107.2387,87.69,11,0,11.5,clear sky
600,Palmer,US,42.1584,-72.3287,92.21,43,1,1.99,clear sky
601,Ludvika,SE,60.1496,15.1878,53.6,84,100,7.85,light rain
602,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,93.38,20,0,6.51,clear sky
603,Poddorye,RU,57.4695,31.1156,66.96,72,47,0.94,scattered clouds
604,Chumikan,RU,54.7183,135.315,50.38,97,86,1.9,overcast clouds
605,Port Lincoln,AU,-34.7333,135.8667,53.22,65,96,5.82,overcast clouds
606,Shirokiy,RU,49.758,129.523,60.78,95,77,6.71,broken clouds
607,Huarmey,PE,-10.0681,-78.1522,66.97,72,58,8.59,broken clouds
608,Kenai,US,60.5544,-151.2583,55.09,76,100,12.66,overcast clouds
609,Dhidhdhoo,MV,6.8833,73.1,81.37,79,100,15.3,overcast clouds
610,Xuddur,SO,4.1213,43.8894,76.17,58,98,19.01,overcast clouds
611,Barsovo,RU,61.1667,73.1667,53.73,66,62,5.5,broken clouds
612,Wakkanai,JP,45.4094,141.6739,60.35,93,97,20.13,overcast clouds
613,Novikovo,RU,51.1537,37.8879,59.29,92,69,11.12,broken clouds
614,Westport,US,41.1415,-73.3579,96.44,48,0,13.8,clear sky
615,Chernyshevskiy,RU,63.0128,112.4714,62.29,69,100,2.04,overcast clouds
616,Hachinohe,JP,40.5,141.5,68.61,100,95,3.6,overcast clouds
617,Campina Verde,BR,-19.5356,-49.4864,86.81,21,29,7.18,scattered clouds
618,Saint Anthony,US,45.0205,-93.218,91.65,40,40,12.66,scattered clouds
619,Torit,SS,4.4133,32.5678,73.13,79,50,4.18,light rain
620,Lavrentiya,RU,65.5833,-171.0,41.74,88,84,13.76,broken clouds
621,Prince George,CA,53.9166,-122.753,72.25,46,27,1.99,scattered clouds
622,Zhuhai,CN,22.2769,113.5678,87.58,79,0,5.75,clear sky
623,Mount Darwin,ZW,-16.7725,31.5838,60.46,53,61,3.49,broken clouds
624,Carnduff,CA,49.1667,-101.8009,79.38,39,31,3.02,scattered clouds
625,Sandnessjoen,NO,66.0217,12.6316,53.71,80,75,5.75,broken clouds
626,Montepuez,MZ,-13.1256,38.9997,69.6,62,68,7.63,broken clouds
627,Manggar,ID,-2.8833,108.2667,79.7,80,97,4.59,overcast clouds
628,Kempsey,AU,-31.0833,152.8333,50.95,92,85,3.0,overcast clouds
629,Mareeba,AU,-17.0,145.4333,63.32,88,86,2.15,overcast clouds
630,Davila,PH,18.4726,120.5763,80.58,80,1,3.76,clear sky
631,Teguise,ES,29.0605,-13.564,77.22,65,20,25.32,few clouds
632,Mehkar,IN,20.1508,76.569,73.13,91,100,11.61,overcast clouds
633,Karachi,PK,24.9056,67.0822,84.02,79,40,9.22,scattered clouds
634,Rabo De Peixe,PT,37.8,-25.5833,72.91,73,20,6.91,few clouds
635,Imbituba,BR,-28.24,-48.6703,75.09,84,70,1.99,light rain
636,Mackay,AU,-21.15,149.2,58.77,81,0,8.61,clear sky
637,Constantine,DZ,36.365,6.6147,94.41,22,20,16.11,few clouds
638,Adrar,MR,20.5022,-10.0711,96.49,32,49,0.45,light rain
639,Utmanzai,PK,34.188,71.7629,83.01,55,67,5.23,broken clouds
640,La Ronge,CA,55.1001,-105.2842,57.45,67,100,5.75,overcast clouds
641,Denpasar,ID,-8.65,115.2167,78.46,88,40,11.5,scattered clouds
642,Bilibino,RU,68.0546,166.4372,36.79,77,81,5.23,broken clouds
643,Terrasini,IT,38.146,13.0844,86.61,61,0,13.8,clear sky
644,Dourbali,TD,11.8091,15.8632,85.73,57,89,1.99,overcast clouds
645,General Pico,AR,-35.6566,-63.7568,68.29,29,97,6.15,overcast clouds
646,Korla,CN,41.7597,86.1469,83.91,21,0,3.38,clear sky
647,Svetlogorsk,BY,52.6333,29.7333,65.17,77,1,5.44,clear sky
648,Ayan,RU,56.45,138.1667,57.52,91,93,6.33,overcast clouds
649,Omboue,GA,-1.5746,9.2618,71.56,81,76,11.5,broken clouds
650,Qalyub,EG,30.1792,31.2056,88.59,52,3,14.99,clear sky
651,Balikpapan,ID,-1.2675,116.8289,77.99,94,20,4.61,few clouds
652,Shahr-E Kord,IR,32.3256,50.8644,80.62,29,46,5.23,scattered clouds
653,Shanhetun,CN,44.7,127.2,61.84,93,0,2.3,clear sky
654,Nurota,UZ,40.5614,65.6886,92.17,13,0,8.37,clear sky
655,Council Bluffs,US,41.2619,-95.8608,90.32,56,75,8.05,broken clouds
656,Ishigaki,JP,24.3448,124.1572,84.92,77,34,16.55,scattered clouds
657,Xiamen,CN,24.4798,118.0819,83.25,87,1,5.61,clear sky
658,Alofi,NU,-19.0595,-169.9187,76.06,77,76,4.63,broken clouds
659,Little Current,CA,45.9793,-81.9248,78.42,54,35,10.71,scattered clouds
660,Sao Felix Do Xingu,BR,-6.6447,-51.995,96.22,20,61,3.65,broken clouds
661,Oparino,RU,59.8518,48.2783,61.09,79,68,4.72,broken clouds
662,Luleburgaz,TR,41.4039,27.3592,76.96,35,0,8.03,clear sky
663,Ahuimanu,US,21.4447,-157.8378,82.11,71,20,12.66,few clouds
664,Stepnyak,KZ,52.8339,70.7803,61.97,67,51,5.1,broken clouds
665,Khash,IR,28.2211,61.2158,81.3,56,67,24.94,light rain
666,Mackenzie,CA,55.2999,-123.1698,66.42,48,0,3.44,clear sky
667,Estevan,CA,49.1334,-102.9842,79.0,50,0,9.22,clear sky
668,Kalamb,IN,19.05,73.95,72.79,86,100,7.74,overcast clouds
669,Capao Da Canoa,BR,-29.7456,-50.0097,66.06,87,89,2.3,overcast clouds
670,Rjukan,NO,59.8789,8.5941,68.04,71,89,5.84,overcast clouds
671,Cap Malheureux,MU,-19.9842,57.6142,69.48,74,37,5.01,scattered clouds
672,Sokoni,TZ,-6.4333,39.55,75.27,78,2,15.5,clear sky
673,Lisala,CD,2.15,21.5167,69.37,99,100,2.55,overcast clouds
674,Pahrump,US,36.2083,-115.9839,103.44,12,26,5.99,scattered clouds
675,Staryy Merchyk,UA,49.9815,35.759,59.22,92,83,12.17,broken clouds
676,Illapel,CL,-31.6308,-71.1653,69.31,46,3,4.99,clear sky
677,Mandurah,AU,-32.55,115.7,59.92,72,35,17.16,scattered clouds
678,Zhaotong,CN,27.3167,103.7167,60.73,97,100,1.3,overcast clouds
679,Khurba,RU,50.4072,136.8819,59.56,85,85,9.46,overcast clouds
680,Cairns,AU,-16.9167,145.7667,67.95,85,57,6.91,broken clouds
681,Naranjal,EC,-2.6667,-79.6167,79.54,71,91,5.1,overcast clouds
682,Magdalena,PH,14.1999,121.429,82.35,96,51,3.96,broken clouds
683,Diffa,NE,13.3154,12.6113,91.26,44,88,5.26,overcast clouds
684,Monchegorsk,RU,67.9397,32.8739,60.22,80,51,9.37,broken clouds
685,Hobyo,SO,5.3505,48.5268,76.46,81,50,23.02,scattered clouds
686,Jennings,US,38.7192,-90.2604,98.91,48,20,5.75,few clouds
687,Siva,EG,29.2041,25.5195,90.5,18,2,6.11,clear sky
688,Palimbang,PH,6.2106,124.1894,77.4,87,96,3.69,overcast clouds
689,Ndioum,SN,16.5129,-14.6471,91.54,49,99,10.85,overcast clouds
690,Buraydah,SA,26.326,43.975,99.18,10,24,11.5,few clouds
691,Kashan,IR,33.9831,51.4364,98.29,11,2,4.76,clear sky
692,Weligama,LK,5.9667,80.4167,78.53,87,100,13.85,overcast clouds
693,Mantua,IT,45.1667,10.7833,97.84,48,2,1.01,clear sky
694,Northam,GB,51.0333,-4.2167,67.39,70,10,12.77,clear sky
695,Saiha,IN,22.4833,92.9667,72.66,99,100,1.19,overcast clouds
696,Kudahuvadhoo,MV,2.6708,72.8944,82.85,74,99,16.89,overcast clouds
697,Marawi,PH,7.9986,124.2928,69.51,94,93,2.46,overcast clouds
